modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,annt_type,result
gemini,participants,lusa_7,cls_def,"['the', 'office']",police,Org,the police,Org,fn
gemini,participants,lusa_7,cls_def,"['the', 'boys']",the,Per,the boys,Per,tp
gemini,participants,lusa_7,cls_def,"['the', 'boys']",boys,Per,the boys,Per,tp
gemini,participants,lusa_7,cls_def,['children'],his,Per,his children,Per,fn
gemini,participants,lusa_7,cls_def,['children'],children,Per,his children,Per,tp
gemini,participants,lusa_8,cls_def,['hippopotamus'],a,Nature,a hippopotamus,Nat,fn
gemini,participants,lusa_8,cls_def,['hippopotamus'],hippopotamus,Nature,a hippopotamus,Nat,tp
gemini,participants,lusa_8,cls_def,['body'],body,Obj,body,Other,tp
gemini,participants,lusa_8,cls_def,['fields'],the,Loc,the fields,Loc,fn
gemini,participants,lusa_8,cls_def,['fields'],fields,Loc,the fields,Loc,tp
gemini,participants,lusa_8,cls_def,"['baptista', 'sambango']",baptista,Per,Baptista Sambango,Per,tp
gemini,participants,lusa_8,cls_def,"['baptista', 'sambango']",sambango,Per,Baptista Sambango,Per,tp
gemini,participants,lusa_8,cls_def,"['a', 'bridge']",a,Fac,a bridge,Path,tp
gemini,participants,lusa_8,cls_def,"['a', 'bridge']",bridge,Fac,a bridge,Path,tp
gemini,participants,lusa_8,cls_def,"['artisanal', 'boat']",the,Obj,the artisanal,Veh,fn
gemini,participants,lusa_8,cls_def,"['artisanal', 'boat']",artisanal,Obj,the artisanal,Veh,tp
gemini,participants,lusa_8,cls_def,"['artisanal', 'boat']",boat,Obj,the artisanal,Veh,fp
gemini,participants,lusa_8,cls_def,"['the', 'population']",the,Per,the population,Per,tp
gemini,participants,lusa_8,cls_def,"['the', 'population']",population,Per,the population,Per,tp
gemini,participants,lusa_8,cls_def,"['eight', 'people']",eight,Per,eight people,Per,tp
gemini,participants,lusa_8,cls_def,"['eight', 'people']",people,Per,eight people,Per,tp
gemini,participants,lusa_8,cls_def,"['three', 'people']",three,Per,Three people,Per,tp
gemini,participants,lusa_8,cls_def,"['three', 'people']",people,Per,Three people,Per,tp
gemini,participants,lusa_8,cls_def,"['a', 'child']",a,Per,a child,Per,tp
gemini,participants,lusa_8,cls_def,"['a', 'child']",child,Per,a child,Per,tp
gemini,participants,lusa_8,cls_def,"['municipal', 'administrator']",the,Per,the municipal administrator,Per,fn
gemini,participants,lusa_8,cls_def,"['municipal', 'administrator']",municipal,Per,the municipal administrator,Per,tp
gemini,participants,lusa_8,cls_def,"['municipal', 'administrator']",administrator,Per,the municipal administrator,Per,tp
gemini,participants,lusa_8,cls_def,"['kwanza', 'river']",the,Loc,the Kwanza River,Pl_water,fn
gemini,participants,lusa_8,cls_def,"['kwanza', 'river']",kwanza,Loc,the Kwanza River,Pl_water,tp
gemini,participants,lusa_8,cls_def,"['kwanza', 'river']",river,Loc,the Kwanza River,Pl_water,tp
gemini,participants,lusa_8,cls_def,"['one', 'of', 'the', 'survivors']",one,Per,the survivors,Per,fp
gemini,participants,lusa_8,cls_def,"['one', 'of', 'the', 'survivors']",of,Per,the survivors,Per,fp
gemini,participants,lusa_8,cls_def,"['one', 'of', 'the', 'survivors']",the,Per,the survivors,Per,tp
gemini,participants,lusa_8,cls_def,"['one', 'of', 'the', 'survivors']",survivors,Per,the survivors,Per,tp
gemini,participants,lusa_8,cls_def,['peasants'],the,Per,the peasants,Per,fn
gemini,participants,lusa_8,cls_def,['peasants'],peasants,Per,the peasants,Per,tp
gemini,participants,lusa_8,cls_def,"['municipality', 'of', 'camacupa']",the,Loc,the municipality of Camacupa,Pl_civil,fn
gemini,participants,lusa_8,cls_def,"['municipality', 'of', 'camacupa']",municipality,Loc,the municipality of Camacupa,Pl_civil,tp
gemini,participants,lusa_8,cls_def,"['municipality', 'of', 'camacupa']",of,Loc,the municipality of Camacupa,Pl_civil,tp
gemini,participants,lusa_8,cls_def,"['municipality', 'of', 'camacupa']",camacupa,Loc,the municipality of Camacupa,Pl_civil,tp
gemini,participants,lusa_8,cls_def,['river'],the,Loc,the river,Pl_water,fn
gemini,participants,lusa_8,cls_def,['river'],river,Loc,the river,Pl_water,tp
gemini,participants,lusa_8,cls_def,"['public', 'radio']",public,Org,public radio,Org,tp
gemini,participants,lusa_8,cls_def,"['public', 'radio']",radio,Org,public radio,Org,tp
gemini,participants,lusa_8,cls_def,"['angolan', 'province', 'of', 'bi']",angolan,Loc,Angolan province of Bié,Pl_civil,tp
gemini,participants,lusa_8,cls_def,"['angolan', 'province', 'of', 'bi']",province,Loc,Angolan province of Bié,Pl_civil,tp
gemini,participants,lusa_8,cls_def,"['angolan', 'province', 'of', 'bi']",of,Loc,Angolan province of Bié,Pl_civil,tp
gemini,participants,lusa_8,cls_def,"['angolan', 'province', 'of', 'bi']",bi,Loc,Angolan province of Bié,Pl_civil,fp
gemini,participants,lusa_8,cls_def,"['angolan', 'province', 'of', 'bi']",bié,Loc,Angolan province of Bié,Pl_civil,fn
gemini,participants,lusa_9,cls_def,"['press', 'release']",the,Obj,the press release,Obj,fn
gemini,participants,lusa_9,cls_def,"['press', 'release']",press,Obj,the press release,Obj,tp
gemini,participants,lusa_9,cls_def,"['press', 'release']",release,Obj,the press release,Obj,tp
gemini,participants,lusa_9,cls_def,"['road', 'inspection', 'action']",road,Other,,,fp
gemini,participants,lusa_9,cls_def,"['road', 'inspection', 'action']",inspection,Other,,,fp
gemini,participants,lusa_9,cls_def,"['road', 'inspection', 'action']",action,Other,,,fp
gemini,participants,lusa_9,cls_def,"['criminal', 'record']",criminal,Obj,,,fp
gemini,participants,lusa_9,cls_def,"['criminal', 'record']",record,Obj,,,fp
gemini,participants,lusa_9,cls_def,['warrant'],warrant,Obj,,,fp
gemini,participants,lusa_9,cls_def,"['nine', 'doses', 'of', 'cocaine']",nine,Obj,nine doses of cocaine,Other,tp
gemini,participants,lusa_9,cls_def,"['nine', 'doses', 'of', 'cocaine']",doses,Obj,nine doses of cocaine,Other,tp
gemini,participants,lusa_9,cls_def,"['nine', 'doses', 'of', 'cocaine']",of,Obj,nine doses of cocaine,Other,tp
gemini,participants,lusa_9,cls_def,"['nine', 'doses', 'of', 'cocaine']",cocaine,Obj,nine doses of cocaine,Other,tp
gemini,participants,lusa_9,cls_def,['drugs'],drugs,Obj,,,fp
gemini,participants,lusa_9,cls_def,"['drug', 'trafficking']",drug,Other,,,fp
gemini,participants,lusa_9,cls_def,"['drug', 'trafficking']",trafficking,Other,,,fp
gemini,participants,lusa_9,cls_def,['facts'],the,Other,the facts,Other,fn
gemini,participants,lusa_9,cls_def,['facts'],facts,Other,the facts,Other,tp
gemini,participants,lusa_9,cls_def,"['a', '38', 'year', 'old', 'man']",a,Per,A 38-year-old man,Per,tp
gemini,participants,lusa_9,cls_def,"['a', '38', 'year', 'old', 'man']",38,Per,A 38-year-old man,Per,tp
gemini,participants,lusa_9,cls_def,"['a', '38', 'year', 'old', 'man']",year,Per,A 38-year-old man,Per,tp
gemini,participants,lusa_9,cls_def,"['a', '38', 'year', 'old', 'man']",old,Per,A 38-year-old man,Per,tp
gemini,participants,lusa_9,cls_def,"['a', '38', 'year', 'old', 'man']",man,Per,A 38-year-old man,Per,tp
gemini,participants,lusa_9,cls_def,['detainee'],the,Per,The detainee,Per,fn
gemini,participants,lusa_9,cls_def,['detainee'],detainee,Per,The detainee,Per,tp
gemini,participants,lusa_9,cls_def,"['12', 'doses', 'of', 'heroin']",12,Obj,12 doses of heroin,Other,tp
gemini,participants,lusa_9,cls_def,"['12', 'doses', 'of', 'heroin']",doses,Obj,12 doses of heroin,Other,tp
gemini,participants,lusa_9,cls_def,"['12', 'doses', 'of', 'heroin']",of,Obj,12 doses of heroin,Other,tp
gemini,participants,lusa_9,cls_def,"['12', 'doses', 'of', 'heroin']",heroin,Obj,12 doses of heroin,Other,tp
gemini,participants,lusa_9,cls_def,['theft'],theft,Other,the facts,Other,fp
gemini,participants,lusa_9,cls_def,['theft'],the,Other,the facts,Other,fn
gemini,participants,lusa_9,cls_def,['theft'],facts,Other,the facts,Other,fn
gemini,participants,lusa_9,cls_def,['suspect'],the,Per,the suspect,Per,fn
gemini,participants,lusa_9,cls_def,['suspect'],suspect,Per,the suspect,Per,tp
gemini,participants,lusa_9,cls_def,"['vila', 'do', 'conde']",vila,Loc,Vila do Conde,Pl_civil,tp
gemini,participants,lusa_9,cls_def,"['vila', 'do', 'conde']",do,Loc,Vila do Conde,Pl_civil,tp
gemini,participants,lusa_9,cls_def,"['vila', 'do', 'conde']",conde,Loc,Vila do Conde,Pl_civil,tp
gemini,participants,lusa_9,cls_def,"['porto', 'prison']",the,Fac,the Porto Prison and,Fac,fn
gemini,participants,lusa_9,cls_def,"['porto', 'prison']",porto,Fac,the Porto Prison and,Fac,tp
gemini,participants,lusa_9,cls_def,"['porto', 'prison']",prison,Fac,the Porto Prison and,Fac,tp
gemini,participants,lusa_9,cls_def,"['porto', 'prison']",and,Fac,the Porto Prison and,Fac,fn
gemini,participants,lusa_9,cls_def,['vehicle'],the,Obj,the vehicle,Veh,fn
gemini,participants,lusa_9,cls_def,['vehicle'],vehicle,Obj,the vehicle,Veh,tp
gemini,participants,lusa_9,cls_def,"['the', 'guard']",the,Org,The Guard,Org,tp
gemini,participants,lusa_9,cls_def,"['the', 'guard']",guard,Org,The Guard,Org,tp
gemini,participants,lusa_9,cls_def,['prison'],a,Fac,a prison,Fac,fn
gemini,participants,lusa_9,cls_def,['prison'],prison,Fac,a prison,Fac,tp
gemini,participants,lusa_9,cls_def,"['police', 'force']",that,Org,that police force,Org,fn
gemini,participants,lusa_9,cls_def,"['police', 'force']",police,Org,that police force,Org,tp
gemini,participants,lusa_9,cls_def,"['police', 'force']",force,Org,that police force,Org,tp
gemini,participants,lusa_9,cls_def,['gnr'],gnr,Org,GNR,Obj,tp
gemini,participants,lusa_9,cls_def,['robbery'],robbery,Other,robbery,Obj,tp
gemini,participants,lusa_9,cls_def,['statement'],statement,Obj,statement,Obj,tp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",the,Org,the Judicial Court of,Org,fn
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",judicial,Org,the Judicial Court of,Org,tp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",court,Org,the Judicial Court of,Org,tp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",of,Org,the Judicial Court of,Org,tp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",vila,Org,the Judicial Court of,Org,fp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",do,Org,the Judicial Court of,Org,fp
gemini,participants,lusa_9,cls_def,"['judicial', 'court', 'of', 'vila', 'do', 'conde']",conde,Org,the Judicial Court of,Org,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'location']",the,Loc,location,Loc,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'location']",location,Loc,location,Loc,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",the,Org,the Faro Territorial Command,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",faro,Org,the Faro Territorial Command,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",territorial,Org,the Faro Territorial Command,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",command,Org,the Faro Territorial Command,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",of,Org,the Faro Territorial Command,Org,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'faro', 'territorial', 'command', 'of', 'the', 'gnr']",gnr,Org,the Faro Territorial Command,Org,fp
gemini,participants,lusa_1,cls_def_exp,['people'],people,Per,people,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['a', 'drinking', 'establishment']",a,Fac,drinking establishment,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['a', 'drinking', 'establishment']",drinking,Fac,drinking establishment,Fac,tp
gemini,participants,lusa_1,cls_def_exp,"['a', 'drinking', 'establishment']",establishment,Fac,drinking establishment,Fac,tp
gemini,participants,lusa_1,cls_def_exp,"['an', 'administrative', 'offense', 'notice']",an,Obj,an administrative offense notice,Obj,tp
gemini,participants,lusa_1,cls_def_exp,"['an', 'administrative', 'offense', 'notice']",administrative,Obj,an administrative offense notice,Obj,tp
gemini,participants,lusa_1,cls_def_exp,"['an', 'administrative', 'offense', 'notice']",offense,Obj,an administrative offense notice,Obj,tp
gemini,participants,lusa_1,cls_def_exp,"['an', 'administrative', 'offense', 'notice']",notice,Obj,an administrative offense notice,Obj,tp
gemini,participants,lusa_1,cls_def_exp,['soldiers'],soldiers,Per,soldiers,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'covid', '19', 'pandemic']",the,Other,,,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'covid', '19', 'pandemic']",covid,Other,,,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'covid', '19', 'pandemic']",19,Other,,,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'covid', '19', 'pandemic']",pandemic,Other,,,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'military']",the,Per,The military,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'military']",military,Per,The military,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",the,Loc,municipality of São Brás de Alportel,Pl_civil,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",municipality,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",of,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",são,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",brás,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",de,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",alportel,Loc,municipality of São Brás de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,['corotelo'],corotelo,Loc,Corotelo,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['são', 'brás', 'de', 'alportel']",são,Loc,São de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['são', 'brás', 'de', 'alportel']",brás,Loc,São de Alportel,Pl_civil,fp
gemini,participants,lusa_1,cls_def_exp,"['são', 'brás', 'de', 'alportel']",de,Loc,São de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['são', 'brás', 'de', 'alportel']",alportel,Loc,São de Alportel,Pl_civil,tp
gemini,participants,lusa_1,cls_def_exp,"['a', 'complaint']",a,Obj,,,fp
gemini,participants,lusa_1,cls_def_exp,"['a', 'complaint']",complaint,Obj,,,fp
gemini,participants,lusa_1,cls_def_exp,"['a', 'bar']",a,Fac,bar,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['a', 'bar']",bar,Fac,bar,Fac,tp
gemini,participants,lusa_1,cls_def_exp,"['50', 'people']",50,Per,people,Per,fp
gemini,participants,lusa_1,cls_def_exp,"['50', 'people']",people,Per,people,Per,tp
gemini,participants,lusa_1,cls_def_exp,['gnr'],gnr,Org,GNR,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",compliance,Obj,compliance with the rules relating to the covid-19 pandemic,Other,fn
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",with,Obj,compliance with the rules relating to the covid-19 pandemic,Other,fn
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",the,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",rules,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",relating,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",to,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",covid,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",19,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'rules', 'relating', 'to', 'the', 'covid', '19', 'pandemic']",pandemic,Obj,compliance with the rules relating to the covid-19 pandemic,Other,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'note']",the,Obj,the owner,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'note']",note,Obj,the owner,Per,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'note']",owner,Obj,the owner,Per,fn
gemini,participants,lusa_1,cls_def_exp,"['around', '50', 'people']",around,Per,around 50 people,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['around', '50', 'people']",50,Per,around 50 people,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['around', '50', 'people']",people,Per,around 50 people,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",the,Org,Territorial Post,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",são,Org,Territorial Post,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",de,Org,Territorial Post,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",alportel,Org,Territorial Post,Fac,fp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",territorial,Org,Territorial Post,Fac,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'são', 'de', 'alportel', 'territorial', 'post']",post,Org,Territorial Post,Fac,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'gnr']",the,Org,the GNR,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'gnr']",gnr,Org,the GNR,Org,tp
gemini,participants,lusa_1,cls_def_exp,"['a', 'statement']",a,Obj,statement,Obj,fp
gemini,participants,lusa_1,cls_def_exp,"['a', 'statement']",statement,Obj,statement,Obj,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'owner']",the,Per,the owner,Per,tp
gemini,participants,lusa_1,cls_def_exp,"['the', 'owner']",owner,Per,the owner,Per,tp
gemini,participants,lusa_1,cls_def_exp,['saturday'],saturday,Obj,,,fp
gemini,participants,lusa_1,cls_def_exp,"['covid', '19']",covid,Other,,,fp
gemini,participants,lusa_1,cls_def_exp,"['covid', '19']",19,Other,,,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver', 'of', 'the', 'vehicle']",the,Per,the vehicle,Obj,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver', 'of', 'the', 'vehicle']",driver,Per,the vehicle,Obj,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver', 'of', 'the', 'vehicle']",of,Per,the vehicle,Obj,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver', 'of', 'the', 'vehicle']",vehicle,Per,the vehicle,Obj,tp
gemini,participants,lusa_11,cls_def_exp,"['a', 'lady']",a,Per,a lady,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', 'lady']",lady,Per,a lady,Per,tp
gemini,participants,lusa_11,cls_def_exp,['woman'],the,Per,the woman,Per,fn
gemini,participants,lusa_11,cls_def_exp,['woman'],woman,Per,the woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver']",the,Per,the driver,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'driver']",driver,Per,the driver,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'woman']",the,Per,the woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'woman']",woman,Per,the woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'fire', 'department']",the,Org,The fishermen,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'fire', 'department']",fishermen,Org,The fishermen,Per,fn
gemini,participants,lusa_11,cls_def_exp,"['the', 'fire', 'department']",fire,Org,The fishermen,Per,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'fire', 'department']",department,Org,The fishermen,Per,fp
gemini,participants,lusa_11,cls_def_exp,['murtosa'],murtosa,Loc,Murtosa,Pl_civil,tp
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'shellfish', 'gatherers']",torreira,Per,dozens of shellfish gatherers,Per,fp
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'shellfish', 'gatherers']",dozens,Per,dozens of shellfish gatherers,Per,fn
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'shellfish', 'gatherers']",of,Per,dozens of shellfish gatherers,Per,fn
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'shellfish', 'gatherers']",shellfish,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'shellfish', 'gatherers']",gatherers,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,['lusa'],lusa,Org,Lusa,Org,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'gnr']",the,Org,The GNR,Org,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'gnr']",gnr,Org,The GNR,Org,tp
gemini,participants,lusa_11,cls_def_exp,"['fecal', 'coliforms']",fecal,Nature,fecal coliforms,Nat,tp
gemini,participants,lusa_11,cls_def_exp,"['fecal', 'coliforms']",coliforms,Nature,fecal coliforms,Nat,tp
gemini,participants,lusa_11,cls_def_exp,"['dozens', 'of', 'shellfish', 'gatherers']",dozens,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['dozens', 'of', 'shellfish', 'gatherers']",of,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['dozens', 'of', 'shellfish', 'gatherers']",shellfish,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['dozens', 'of', 'shellfish', 'gatherers']",gatherers,Per,dozens of shellfish gatherers,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'car']",the,Obj,the car,Obj,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'car']",car,Obj,the car,Obj,tp
gemini,participants,lusa_11,cls_def_exp,['bivalves'],bivalves,Obj,bivalves,Nat,tp
gemini,participants,lusa_11,cls_def_exp,"['aveiro', 'hospital']",to,Fac,to Aveiro Hospital,Loc,fn
gemini,participants,lusa_11,cls_def_exp,"['aveiro', 'hospital']",aveiro,Fac,to Aveiro Hospital,Loc,tp
gemini,participants,lusa_11,cls_def_exp,"['aveiro', 'hospital']",hospital,Fac,to Aveiro Hospital,Loc,tp
gemini,participants,lusa_11,cls_def_exp,"['a', 'man']",a,Per,a man,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', 'man']",man,Per,a man,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', '44', 'year', 'old', 'woman']",a,Per,A 44-year-old woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', '44', 'year', 'old', 'woman']",44,Per,A 44-year-old woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', '44', 'year', 'old', 'woman']",year,Per,A 44-year-old woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', '44', 'year', 'old', 'woman']",old,Per,A 44-year-old woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['a', '44', 'year', 'old', 'woman']",woman,Per,A 44-year-old woman,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'pier']",torreira,Fac,Torreira pier,Fac,tp
gemini,participants,lusa_11,cls_def_exp,"['torreira', 'pier']",pier,Fac,Torreira pier,Fac,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'place']",the,Loc,the place,Loc,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'place']",place,Loc,the place,Loc,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'fishermen']",the,Per,The fishermen,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'fishermen']",fishermen,Per,The fishermen,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'waters', 'of', 'the', 'aveiro', 'ria']",the,Loc,the waters,Nat,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'waters', 'of', 'the', 'aveiro', 'ria']",waters,Loc,the waters,Nat,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'waters', 'of', 'the', 'aveiro', 'ria']",of,Loc,the waters,Nat,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'waters', 'of', 'the', 'aveiro', 'ria']",aveiro,Loc,the waters,Nat,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'waters', 'of', 'the', 'aveiro', 'ria']",ria,Loc,the waters,Nat,fp
gemini,participants,lusa_11,cls_def_exp,"['the', 'same', 'source']",the,Per,the same source,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'same', 'source']",same,Per,the same source,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'same', 'source']",source,Per,the same source,Per,tp
gemini,participants,lusa_11,cls_def_exp,['firefighters'],to,Org,to firefighters,Org,fn
gemini,participants,lusa_11,cls_def_exp,['firefighters'],firefighters,Org,to firefighters,Org,tp
gemini,participants,lusa_11,cls_def_exp,['him'],him,Per,him,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'gnr']",the,Org,The GNR,Org,tp
gemini,participants,lusa_11,cls_def_exp,"['the', 'gnr']",gnr,Org,The GNR,Org,tp
gemini,participants,lusa_11,cls_def_exp,"['a', 'gnr', 'source']",a,Per,source,Per,fp
gemini,participants,lusa_11,cls_def_exp,"['a', 'gnr', 'source']",gnr,Per,source,Per,fp
gemini,participants,lusa_11,cls_def_exp,"['a', 'gnr', 'source']",source,Per,source,Per,tp
gemini,participants,lusa_11,cls_def_exp,"['district', 'of', 'aveiro']",district,Loc,district of Aveiro,Pl_civil,tp
gemini,participants,lusa_11,cls_def_exp,"['district', 'of', 'aveiro']",of,Loc,district of Aveiro,Pl_civil,tp
gemini,participants,lusa_11,cls_def_exp,"['district', 'of', 'aveiro']",aveiro,Loc,district of Aveiro,Pl_civil,tp
gemini,participants,lusa_12,cls_def_exp,"['the', 'camp']",the,Fac,the camp,Fac,tp
