word,frequency
fcc,1
49,1
danificadas,1
cartucho,1
nações,1
parque,1
judite,1
barca,1
coura,1
concelhos,1
longo,1
desenvolvida,1
35,1
npa,1
niccoa,1
ambientais,1
contraordenações,1
resgatou,1
resgata,1
gps,1
aparelho,1
fotográfica,1
máquina,1
computadores,1
resultaram,1
verde,1
praticado,1
terminou,1
henrique,1
oe2021,1
ns,1
colaborou,1
veterinário,1
acolhia,1
antirrábica,1
vacinação,1
falta,1
visível,1
higiene,1
condições,1
sobrepopulação,1
cenário,1
depararam,1
deram,1
gouveia,1
executivo,1
fosse,1
iria,1
anunciava,1
rodrigues,1
ferro,1
assembleia,1
expediente,1
lido,1
ausência,1
atraso,1
parlamento,1
orçamento,1
generalidade,1
começar,1
esperaram,1
eram,1
hemiciclo,1
invólucros,1
referindo,1
registar,1
intercetados,1
acabaram,1
puseram,1
especificada,1
estacionadas,1
rego,1
conversa,1
espera,1
seguiram,1
começaremos,1
chegarem,1
salvação,1
aprovou,1
aceitarem,1
distintos,1
rcp,1
aprova,1
haia,1
minuto,1
discursar,1
titular,1
matos,1
godinho,1
bancada,1
cadeiras,1
rearrumarem,1
ministros,1
notícias,1
4,1
emprestar,1
pronto,1
dizer,1
cedido,1
salarial,1
vnv,1
recusa,1
ramo,1
empréstimos,1
congelado,1
hoekstra,1
wopke,1
aceitado,1
milhares,1
suprimir,1
recolhida,1
surgiu,1
cariz,1
situações,1
imagens,1
conteúdos,1
partilhar,1
equipamentos,1
esses,1
utilizava,1
informáticos,1
ficheiros,1
continham,1
despesas,1
prevê,1
indica,1
utilizados,1
intercetado,1
encetar,1
tentou,1
solidário,1
csr,1
jf,1
363,1
lucro,1
compara,1
perdeu,1
podem,1
salariais,1
afetados,1
particularmente,1
publicação,1
reiteramos,1
rápida,1
desejamos,1
alemã,1
manifestou,1
estrangeiros,1
negócios,1
twitter,1
sudoeste,1
pedonal,1
atropeladas,1
alemãs,1
reiterando,1
expressou,1
sym,1
chuva,1
impacto,1
vizinha,1
muro,1
hospitalizadas,1
precedentes,1
chuvas,1
desabamento,1
pta,1
luxemburgo,1
fronteira,1
frankfurt,1
evitarem,1
pediram,1
rede,1
mensagem,1
comercial,1
guangxi,1
intimidar,1
portas,1
destruiu,1
descreveu,1
navalha,1
machada,1
ameaçado,1
verificaram,1
barcos,1
usaram,1
registando,1
estabelecido,1
recorde,1
quebrou,1
anteriores,1
sociedade,1
rancor,1
mentais,1
descritos,1
cc,1
bamako,1
enchentes,1
deslocadas,1
nepal,1
bangladesh,1
550,1
severas,1
afetadas,1
ásia,1
retirar,1
urd,1
democracia,1
reiterou,1
me,1
terrível,1
confirmo,1
membro,1
tratamento,1
transferido,1
anunciaram,1
71,1
mantido,1
principal,1
infância,1
empunhando,1
escola,1
verbal,1
nenhuma,1
sofri,1
libertados,1
troca,1
italianos,1
pétronin,1
sophie,1
francesa,1
tempo,1
libertado,1
tumbuktu,1
campanha,1
março,1
sequestrado,1
figura,1
atos,1
muçulmano,1
ilegalizou,1
semelhantes,1
autores,1
caseiros,1
explosivos,1
facas,1
geralmente,1
massa,1
restringe,1
chinesa,1
ilegaliza,1
presidenciais,1
computação,1
engenheiro,1
sharia,1
implementada,1
símbolos,1
dissolução,1
ordens,1
apesar,1
atividades,1
defesa,1
jornalistas,1
mahfud,1
mohammad,1
islâmicos,1
culto,1
ocidentais,1
embaixadas,1
vandalismo,1
alargar,1
vindo,1
permanece,1
motivo,1
yang,1
sobrenome,1
media,1
balneário,1
sauna,1
perpetrado,1
liaoning,1
kaiyuan,1
estatais,1
noticiaram,1
muçulmanos,1
230,1
indicando,1
sinistro,1
mortas,1
hn,1
viação,1
entregou,1
shihab,1
rizieg,1
cristão,1
governador,1
protestos,1
organizou,1
caridade,1
humanitárias,1
missões,1
influência,1
doente,1
ondjiva,1
causados,1
constatar,1
àquela,1
governante,1
ministra,1
lamenta,1
angolano,1
manifestações,1
organizando,1
travar,1
impostas,1
restrição,1
incitar,1
acidentes,1
linha,1
hospitalares,1
unidades,1
transferir,1
oxigênio,1
armazenamento,1
cirúrgicas,1
enfermarias,1
operatório,1
bloco,1
afetou,1
especiais,1
cuidados,1
necessitava,1
nascido,1
recém,1
obras,1
fase,1
nascimento,1
sozinha,1
extinguiram,1
gonçalves,1
roberto,1
dormir,1
cuanhama,1
colocados,1
atendimento,1
melhor,1
centros,1
transferidos,1
demais,1
pior,1
ateado,1
consumido,1
chegámos,1
apresentar,1
gases,1
sol,1
continuidade,1
encontro,1
psiquiátricos,1
problemas,1
sofridas,1
medo,1
infligiu,1
apurarem,1
niave,1
específicas,1
fecais,1
coliformes,1
excessivas,1
percentagens,1
habitável,1
relevo,1
registaram,1
contudo,1
carecendo,1
receberam,1
ateando,1
peças,1
interceção,1
ali,1
causou,1
habitacional,1
transportadas,1
ambas,1
sofreram,1
nesta,1
consumir,1
estivesse,1
querer,1
motivada,1
conduzindo,1
embriagada,1
cajados,1
respetiva,1
prosseguirá,1
conhecimento,1
realojamentos,1
sfyr,1
zugdidi,1
poderem,1
colocou,1
senhora,1
saída,1
forçou,1
senhor,1
bocadinho,1
incendiou,1
feitas,1
quantas,1
soviética,1
incerto,1
faz,1
tbilisi,1
moura,1
vídeo,1
canal,1
bancárias,1
falar,1
420,1
dólares,1
exige,1
granada,1
sequestrador,1
estatal,1
neutralizar,1
montou,1
bancária,1
sucursal,1
isolou,1
exigências,1
trabalhos,1
tangil,1
desencarceramento,1
saísse,1
tentaram,1
dezenas,1
44,1
abate,1
procedia,1
coberto,1
rosto,1
uniforme,1
vestido,1
chão,1
sentadas,1
mostra,1
automóveis,1
socorros,1
chorente,1
ccm,1
melgaço,1
elas,1
psicólogos,1
acionou,1
comprovar,1
veio,1
apontavam,1
iniciais,1
acionadas,1
aéreo,1
contactada,1
florestais,1
socorrida,1
encontradas,1
socorrer,1
resgatada,1
vizela,1
bombeiro,1
pereira,1
júlio,1
projetada,1
regilde,1
destino,1
voo,1
embarcar,1
tentava,1
mse,1
viatodos,1
condolências,1
endereçando,1
algueirão,1
leixões,1
arcozelo,1
inferiores,1
jnm,1
introdução,1
facilitação,1
aquisição,1
envolvimento,1
preparava,1
quilograma,1
cintura,1
dissimulada,1
maneira,1
datado,1
acusação,1
despacho,1
sós,1
momentos,1
aproveitando,1
viver,1
abusos,1
agravado,1
abusar,1
51,1
parcialmente,1
aguda,1
cozinha,1
gil,1
augusto,1
mantiveram,1
lamentando,1
colaborar,1
disponível,1
naturalmente,1
estando,1
interna,1
averiguação,1
abertura,1
optado,1
retaliação,1
cometido,1
tenha,1
admitiu,1
grijó,1
figueirinha,1
s,1
averiguar,1
esclareceu,1
umas,1
atingiu,1
estrutura,1
manuseava,1
face,1
pft,1
contaram,1
carinha,1
atrás,1
marcha,1
manobra,1
vasco,1
alçada,1
chamou,1
atingindo,1
derrubado,1
públicas,1
constituição,1
avô,1
telefonou,1
tinham,1
rapazes,1
pancada,1
manuseamento,1
sabendo,1
desconhece,1
famalicenses,1
graus,1
martinho,1
queixa,1
72,1
homicida,1
motivação,1
clara,1
recolhidos,1
atribuiu,1
declaração,1
dor,1
causar,1
modo,1
discutiu,1
acrescentaram,1
ocorreram,1
hidalgo,1
imediatamente,1
adiantar,1
pm,1
vsym,1
razões,1
órgão,1
reservada,1
competência,1
chamada,1
domingos,1
invadiu,1
invade,1
adequadas,1
trabalhador,1
manobras,1
74,1
igrejas,1
berma,1
fráguas,1
valadares,1
conduzida,1
esquerdo,1
gulpilhares,1
sf,1
jga,1
adicionais,1
remeteu,1
confirmassem,1
dispunha,1
relvado,1
dá,1
renascença,1
avançada,1
fornecer,1
forçando,1
agredi,1
continuou,1
contacto,1
aplicadas,1
haviam,1
agravada,1
ameaça,1
57,1
carlos,1
contactado,1
contexto,1
perceber,1
havido,1
eventualmente,1
presumível,1
passada,1
63,1
omissão,1
tentada,1
ombro,1
consideráveis,1
provocando,1
alvejar,1
sexagenário,1
entregar,1
coagiu,1
ameaçou,1
episódio,1
recente,1
alimentação,1
desaparecidos,1
balear,1
gr,1
morgue,1
conversações,1
secreta,1
visita,1
libertar,1
desloca,1
washington,1
solicitada,1
constataram,1
originou,1
destruído,1
almoçar,1
convivas,1
vermelha,1
cruz,1
primeiros,1
razão,1
trauma,1
austin,1
procurar,1
patel,1
kash,1
donald,1
assessor,1
press,1
associated,1
journal,1
street,1
wall,1
dirigentes,1
confirmadas,1
cranioencefálica,1
lesão,1
visitas,1
prisões,1
considera,1
virgínia,1
psicólogo,1
kamalmaz,1
majd,1
outo,1
importante,1
cobria,1
texas,1
obtiver,1
viu,1
imediações,1
transeunte,1
violenta,1
investiga,1
internado,1
dificuldades,1
área,1
alertado,1
leste,1
ape,1
embaixador,1
regresso,1
americana,1
embaixada,1
encerramento,1
acolheu,1
descansar,1
precisar,1
pretexto,1
maio,1
aplicando,1
pernoita,1
acesso,1
difícil,1
confirmaram,1
delegado,1
piquete,1
recebida,1
domínio,1
fora,1
colunas,1
jurídico,1
dever,1
alheada,1
personalidade,1
decisão,1
suspender,1
hipótese,1
exclui,1
sexuais,1
envergava,1
tirou,1
braços,1
prendeu,1
agarrou,1
abordou,1
aprontava,1
ferragudo,1
ativada,1
jygo,1
141,1
indemnização,1
pagar,1
condenar,1
julgou,1
avistamento,1
arriba,1
lúdica,1
praticava,1
estaquinha,1
aparentando,1
apresentava,1
conclui,1
comunal,1
cujo,1
lavras,1
saíam,1
camponeses,1
princípio,1
sobreviventes,1
mamífero,1
artesanal,1
kwanza,1
registou,1
camacupa,1
marina,1
transportando,1
recolha,1
procedeu,1
julgamento,1
produzida,1
testemunhal,1
documental,1
prova,1
condenação,1
magistrada,1
qualificada,1
construa,1
necessário,1
dimensão,1
frisando,1
conhecer,1
sambango,1
baptista,1
muinha,1
habilitação,1
ofensa,1
designadamente,1
vinha,1
absolvido,1
audiências,1
documento,1
duração,1
sexta,1
proibidas,1
compareceu,1
graduado,1
aberta,1
rebelo,1
joaquim,1
j,1
acórdão,1
leitura,1
simples,1
2013,1
matado,1
mitrena,1
coimbrões,1
averiguações,1
iniciadas,1
aguardar,1
removeu,1
marinha,1
flutuante,1
viram,1
rui,1
capitania,1
indiciou,1
preventivamente,1
fitas,1
preservado,1
preso,1
beirã,1
bica,1
passageiros,1
único,1
indicaram,1
mesmas,1
524,1
barcelinhos,1
cortar,1
apontam,1
milhazes,1
convencida,1
obrigada,1
acionada,1
relativamente,1
aguarda,1
submetida,1
sujeição,1
vezes,1
atualidade,1
obtidos,1
proveitos,1
sujeitava,1
comunhão,1
sujeitas,1
acolhimento,1
colocada,1
autarca,1
vereador,1
reis,1
almirante,1
recolher,1
indivíduos,1
habitada,1
danificou,1
amb,1
sequestro,1
indicia,1
comarca,1
cedia,1
dependente,1
promessa,1
voltar,1
solicitado,1
teriam,1
enviados,1
seriam,1
falsos,1
prender,1
conseguimos,1
negativos,1
resultados,1
falsificar,1
falsificação,1
eyac,1
provocados,1
complementando,1
inabitável,1
mencionou,1
chega,1
fim,1
turismo,1
vistos,1
retoma,1
nyusi,1
fronteiras,1
reforçado,1
entrar,1
obrigatório,1
comparsa,1
localização,1
foragido,1
confessou,1
muchine,1
fins,1
género,1
oitava,1
ocidental,1
nadava,1
atacado,1
sydney,1
recuperadas,1
dadas,1
87,1
053,1
óbitos,1
121,1
casos,1
877,1
cumulativo,1
contabiliza,1
salvá,1
paramédicos,1
assistida,1
café,1
pinto,1
ângela,1
retirada,1
mordeu,1
coxa,1
atacou,1
índico,1
oceano,1
cable,1
turística,1
agências,1
noticiam,1
adultos,1
exemplares,1
210,1
datada,1
csiro,1
governamental,1
científica,1
estudos,1
ninguém,1
contabilizaram,1
1929,1
elevado,1
areia,1
famosa,1
fechou,1
hora,1
comum,1
levando,1
refugiada,1
nypd,1
apple,1
big,1
hospitais,1
transportados,1
controlados,1
pendente,1
verificou,1
roubos,1
38,1
perigosos,1
considerados,1
brancos,1
frequentar,1
injuriar,1
intencional,1
especificaram,1
unidos,1
estados,1
impondo,1
determinou,1
refugiando,1
abandonar,1
menor,1
agredia,1
insultava,1
diária,1
frequência,1
retrata,1
disponibilizada,1
pescar,1
gestosa,1
valverde,1
hfi,1
mobilizada,1
65,1
jesufrei,1
provocar,1
chegando,1
episódios,1
perseguição,1
comportamentos,1
perseguia,1
injuriava,1
800,1
coberta,1
vizinho,1
tampa,1
importam,1
negras,1
movimento,1
atropelou,1
automobilista,1
atropela,1
arrifana,1
romariz,1
haveres,1
proximidades,1
iniciaram,1
alertadas,1
saído,1
atropelados,1
pé,1
informar,1
desmobilizaram,1
fiscalizar,1
circulavam,1
valada,1
declarada,1
reguengo,1
rodoviário,1
ayr,1
recusado,1
hipotermia,1
resgataram,1
cordas,1
recorrendo,1
eletrocussão,1
coimbra,1
universitário,1
66,1
consigo,1
amorosa,1
masculino,1
patrimoniais,1
obtenção,1
acompanhada,1
tratando,1
tiroteio,1
entanto,1
direção,1
tiros,1
syl,1
capitão,1
acompanhavam,1
hb,1
amf,1
furto,1
informática,1
burla,1
profanação,1
indiciados,1
moram,1
caminho,1
abandonado,1
dume,1
urbana,1
assassinada,1
pertencia,1
